zone_id,latitude,longitude,timestamp,flowrate_lps,pressure_psi,water_supplied_litres,water_consumed_litres,usage_difference,leak,Predicted_Leak
Shankar Nagar Zone,21.2411,81.6612,2024-01-28 19:20:00,237.72,28.97,142629.15,135918.6,6710.56,1,1
Gudhiyari Zone,21.2473,81.6102,2024-01-28 19:30:00,75.81,50.09,45483.18,43401.78,2081.39,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-28 19:40:00,188.3,41.34,112979.11,103378.65,9600.46,0,0
Telibandha Zone,21.2418,81.6695,2024-01-28 19:50:00,72.16,54.14,43297.04,38347.04,4950.0,0,0
Pandri Zone,21.2514,81.6296,2024-01-28 20:00:00,195.04,50.77,117026.81,114708.14,2318.67,0,0
Pandri Zone,21.2514,81.6296,2024-01-28 20:10:00,104.79,49.46,62871.75,60653.28,2218.47,0,0
Telibandha Zone,21.2418,81.6695,2024-01-28 20:20:00,238.24,54.26,142943.56,126025.04,16918.52,0,0
Telibandha Zone,21.2418,81.6695,2024-01-28 20:30:00,224.99,25.24,134991.08,131659.37,3331.71,0,0
Mowa Zone,21.2542,81.6209,2024-01-28 20:40:00,126.51,26.86,75907.26,74684.79,1222.47,0,0
Pandri Zone,21.2514,81.6296,2024-01-28 20:50:00,133.2,32.11,79917.09,77633.94,2283.15,0,0
Pandri Zone,21.2514,81.6296,2024-01-28 21:00:00,208.2,25.64,124919.12,108254.33,16664.79,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-28 21:10:00,95.48,44.88,57287.11,54869.1,2418.01,0,1
Tatibandh Zone,21.2751,81.5904,2024-01-28 21:20:00,178.2,35.43,106922.67,96083.4,10839.27,0,0
Mowa Zone,21.2542,81.6209,2024-01-28 21:30:00,188.36,46.26,113015.12,105332.21,7682.91,1,1
Pandri Zone,21.2514,81.6296,2024-01-28 21:40:00,153.53,47.01,92116.23,83105.86,9010.36,0,1
Tatibandh Zone,21.2751,81.5904,2024-01-28 21:50:00,162.06,56.37,97236.73,82660.96,14575.76,0,0
Telibandha Zone,21.2418,81.6695,2024-01-28 22:00:00,188.05,50.95,112831.4,110756.27,2075.13,0,0
Telibandha Zone,21.2418,81.6695,2024-01-28 22:10:00,92.36,39.83,55418.28,51645.09,3773.19,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-28 22:20:00,66.42,28.18,39852.63,36257.87,3594.77,0,0
Telibandha Zone,21.2418,81.6695,2024-01-28 22:30:00,181.65,32.63,108988.39,96520.66,12467.73,0,0
Pandri Zone,21.2514,81.6296,2024-01-28 22:40:00,247.75,36.19,148648.77,130869.99,17778.78,1,1
Telibandha Zone,21.2418,81.6695,2024-01-28 22:50:00,145.3,47.92,87181.51,84508.87,2672.64,0,0
Mowa Zone,21.2542,81.6209,2024-01-28 23:00:00,90.93,40.0,54556.15,46844.49,7711.66,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-28 23:10:00,90.29,49.39,54176.69,48844.94,5331.75,0,0
Telibandha Zone,21.2418,81.6695,2024-01-28 23:20:00,154.97,33.45,92981.65,83524.86,9456.8,0,0
Mowa Zone,21.2542,81.6209,2024-01-28 23:30:00,106.77,29.19,64063.74,61801.28,2262.47,0,1
Pandri Zone,21.2514,81.6296,2024-01-28 23:40:00,244.59,54.88,146754.45,141945.15,4809.31,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-28 23:50:00,234.47,46.13,140679.93,126061.11,14618.82,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 00:00:00,155.03,32.74,93018.67,82629.32,10389.36,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-29 00:10:00,119.45,28.83,71672.32,63697.69,7974.63,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 00:20:00,88.69,39.49,53216.27,48201.41,5014.85,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 00:30:00,99.58,30.1,59750.02,52314.2,7435.81,0,0
Mowa Zone,21.2542,81.6209,2024-01-29 00:40:00,112.7,48.24,67617.71,61523.56,6094.15,0,0
Pandri Zone,21.2514,81.6296,2024-01-29 00:50:00,196.91,36.46,118148.41,106738.93,11409.48,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 01:00:00,147.47,35.86,88483.37,75615.04,12868.33,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 01:10:00,74.26,49.53,44557.33,41973.62,2583.7,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 01:20:00,207.04,51.74,124226.81,108811.47,15415.34,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 01:30:00,123.09,27.66,73854.5,63786.59,10067.9,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 01:40:00,217.76,38.18,130658.7,113572.42,17086.28,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-29 01:50:00,179.08,27.51,107445.78,92096.75,15349.04,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 02:00:00,217.06,53.07,130236.91,122731.77,7505.13,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 02:10:00,196.39,33.13,117836.02,110890.37,6945.65,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 02:20:00,93.94,31.56,56363.44,51288.2,5075.24,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 02:30:00,63.18,47.02,37910.76,35442.93,2467.82,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-29 02:40:00,180.02,43.86,108012.31,101196.72,6815.59,0,0
Pandri Zone,21.2514,81.6296,2024-01-29 02:50:00,221.82,36.33,133092.77,116577.37,16515.4,0,0
Mowa Zone,21.2542,81.6209,2024-01-29 03:00:00,229.25,43.51,137552.84,131737.09,5815.75,0,1
Gudhiyari Zone,21.2473,81.6102,2024-01-29 03:10:00,160.41,54.6,96246.32,90704.82,5541.5,0,0
Pandri Zone,21.2514,81.6296,2024-01-29 03:20:00,50.73,47.13,30440.25,29193.13,1247.12,0,0
Mowa Zone,21.2542,81.6209,2024-01-29 03:30:00,241.2,39.19,144722.41,132524.63,12197.77,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 03:40:00,178.19,28.6,106913.7,103466.76,3446.94,0,0
Mowa Zone,21.2542,81.6209,2024-01-29 03:50:00,113.49,25.06,68096.42,61723.36,6373.06,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 04:00:00,223.73,55.87,134236.71,123044.29,11192.42,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 04:10:00,70.74,50.85,42441.15,41595.6,845.54,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 04:20:00,101.89,26.0,61133.6,53836.7,7296.9,0,1
Tatibandh Zone,21.2751,81.5904,2024-01-29 04:30:00,71.31,55.2,42788.11,40562.64,2225.47,0,0
Pandri Zone,21.2514,81.6296,2024-01-29 04:40:00,64.41,35.33,38646.96,33919.01,4727.95,0,0
Amanaka Zone,21.2575,81.6139,2024-01-29 04:50:00,151.51,27.89,90906.06,88305.34,2600.72,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 05:00:00,102.83,52.17,61700.68,53181.81,8518.87,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 05:10:00,196.05,56.37,117631.56,114968.58,2662.98,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 05:20:00,202.3,56.01,121379.37,103793.37,17586.0,0,1
Shankar Nagar Zone,21.2411,81.6612,2024-01-29 05:30:00,132.42,41.91,79453.45,74305.27,5148.18,0,0
Mowa Zone,21.2542,81.6209,2024-01-29 05:40:00,172.35,29.25,103408.25,96477.14,6931.12,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 05:50:00,119.98,47.42,71987.34,69396.64,2590.69,0,1
Tatibandh Zone,21.2751,81.5904,2024-01-29 06:00:00,159.18,32.23,95509.7,89503.61,6006.09,0,0
Mowa Zone,21.2542,81.6209,2024-01-29 06:10:00,100.87,30.97,60519.35,56970.72,3548.64,1,1
Amanaka Zone,21.2575,81.6139,2024-01-29 06:20:00,122.51,27.65,73505.73,72014.6,1491.13,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 06:30:00,109.54,48.5,65726.21,57124.91,8601.3,0,0
Amanaka Zone,21.2575,81.6139,2024-01-29 06:40:00,82.41,26.5,49443.19,42309.36,7133.83,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-29 06:50:00,62.02,36.24,37213.04,34625.26,2587.77,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 07:00:00,244.76,32.73,146857.66,144111.25,2746.41,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 07:10:00,249.15,43.86,149491.74,145418.76,4072.98,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 07:20:00,164.66,31.88,98794.59,93365.0,5429.59,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-29 07:30:00,97.01,40.24,58204.08,52669.39,5534.68,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 07:40:00,174.06,30.46,104438.82,89732.22,14706.6,0,0
Amanaka Zone,21.2575,81.6139,2024-01-29 07:50:00,74.2,36.1,44519.93,42420.7,2099.23,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 08:00:00,202.53,47.39,121516.07,117979.73,3536.34,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 08:10:00,61.06,59.65,36634.63,32906.25,3728.38,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 08:20:00,93.7,47.02,56218.95,51896.48,4322.47,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 08:30:00,92.38,55.78,55428.21,51572.09,3856.13,0,0
Mowa Zone,21.2542,81.6209,2024-01-29 08:40:00,191.33,36.48,114796.95,103800.7,10996.25,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 08:50:00,225.62,52.43,135371.78,116216.38,19155.4,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 09:00:00,115.72,50.63,69432.99,65669.39,3763.6,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-29 09:10:00,244.01,40.09,146406.68,141744.8,4661.87,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 09:20:00,134.61,57.28,80766.71,70881.15,9885.56,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 09:30:00,220.18,49.57,132108.24,121176.48,10931.76,0,0
Mowa Zone,21.2542,81.6209,2024-01-29 09:40:00,227.8,50.92,136681.12,121515.79,15165.33,0,0
Amanaka Zone,21.2575,81.6139,2024-01-29 09:50:00,190.97,38.1,114581.86,107996.1,6585.75,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 10:00:00,124.26,37.82,74556.39,65988.27,8568.12,0,0
Amanaka Zone,21.2575,81.6139,2024-01-29 10:10:00,109.6,45.0,65760.39,58648.44,7111.95,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 10:20:00,196.37,54.99,117821.35,110910.29,6911.06,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 10:30:00,118.67,51.44,71203.82,69521.34,1682.47,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 10:40:00,67.38,58.29,40426.75,35303.34,5123.42,0,1
Gudhiyari Zone,21.2473,81.6102,2024-01-29 10:50:00,163.94,49.32,98362.07,90240.44,8121.63,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 11:00:00,204.34,48.82,122602.66,104270.54,18332.12,0,1
Amanaka Zone,21.2575,81.6139,2024-01-29 11:10:00,189.44,40.18,113662.35,99015.74,14646.62,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 11:20:00,152.68,47.92,91609.46,82769.91,8839.55,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 11:30:00,94.31,30.91,56583.01,55729.19,853.82,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 11:40:00,213.42,32.52,128052.08,120845.91,7206.17,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 11:50:00,130.83,50.25,78496.75,72225.36,6271.39,0,0
Amanaka Zone,21.2575,81.6139,2024-01-29 12:00:00,190.16,53.48,114094.46,99746.69,14347.77,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 12:10:00,130.27,55.94,78160.69,76129.97,2030.71,0,0
Amanaka Zone,21.2575,81.6139,2024-01-29 12:20:00,100.01,55.64,60007.8,52414.69,7593.11,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 12:30:00,197.17,40.02,118301.13,104441.58,13859.55,1,1
Pandri Zone,21.2514,81.6296,2024-01-29 12:40:00,144.2,59.13,86518.05,74823.35,11694.7,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 12:50:00,232.94,29.18,139762.59,133923.14,5839.46,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 13:00:00,174.54,50.84,104721.05,92218.97,12502.09,1,1
Tatibandh Zone,21.2751,81.5904,2024-01-29 13:10:00,66.46,55.54,39875.58,37807.98,2067.6,1,1
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 13:20:00,215.2,36.99,129118.7,112016.06,17102.64,0,1
Gudhiyari Zone,21.2473,81.6102,2024-01-29 13:30:00,162.83,41.09,97698.78,88985.25,8713.53,0,0
Mowa Zone,21.2542,81.6209,2024-01-29 13:40:00,82.24,56.83,49342.31,46749.41,2592.9,0,1
Mowa Zone,21.2542,81.6209,2024-01-29 13:50:00,62.23,33.96,37339.3,33992.49,3346.81,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-29 14:00:00,195.53,34.93,117320.48,101499.82,15820.65,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 14:10:00,169.79,49.37,101871.09,94810.39,7060.7,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-29 14:20:00,122.1,40.14,73262.66,67214.57,6048.09,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-29 14:30:00,150.84,45.33,90505.21,80475.7,10029.51,0,0
Pandri Zone,21.2514,81.6296,2024-01-29 14:40:00,234.09,42.92,140455.47,125626.53,14828.94,0,0
Mowa Zone,21.2542,81.6209,2024-01-29 14:50:00,246.42,54.95,147849.5,130152.2,17697.3,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 15:00:00,227.8,44.12,136681.34,120626.43,16054.91,0,0
Pandri Zone,21.2514,81.6296,2024-01-29 15:10:00,66.45,33.69,39870.96,36939.0,2931.96,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-29 15:20:00,139.8,52.82,83877.08,81471.82,2405.26,0,0
Pandri Zone,21.2514,81.6296,2024-01-29 15:30:00,210.31,36.39,126187.06,107389.25,18797.81,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-29 15:40:00,85.03,55.91,51018.28,44130.75,6887.53,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 15:50:00,114.62,52.34,68774.25,63508.96,5265.28,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 16:00:00,242.01,28.44,145206.33,142451.36,2754.97,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 16:10:00,130.8,47.84,78479.08,74303.81,4175.27,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 16:20:00,139.09,38.16,83453.36,79359.58,4093.78,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-29 16:30:00,65.01,47.79,39004.89,37774.54,1230.35,0,0
Mowa Zone,21.2542,81.6209,2024-01-29 16:40:00,81.36,29.34,48815.52,46841.24,1974.28,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 16:50:00,137.29,56.37,82376.87,80712.52,1664.35,0,1
Gudhiyari Zone,21.2473,81.6102,2024-01-29 17:00:00,146.98,35.68,88185.4,77221.06,10964.34,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-29 17:10:00,229.11,27.74,137463.38,121028.49,16434.9,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-29 17:20:00,196.79,56.74,118076.06,106070.77,12005.29,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 17:30:00,171.28,41.67,102768.92,87721.62,15047.3,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 17:40:00,138.9,45.2,83340.37,80293.32,3047.06,0,0
Pandri Zone,21.2514,81.6296,2024-01-29 17:50:00,180.42,40.65,108250.23,92540.35,15709.88,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 18:00:00,139.21,36.38,83524.01,81267.68,2256.32,0,1
Shankar Nagar Zone,21.2411,81.6612,2024-01-29 18:10:00,178.19,33.76,106915.35,96248.09,10667.26,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 18:20:00,107.66,50.78,64597.93,60660.95,3936.98,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 18:30:00,120.56,43.03,72334.17,71482.85,851.32,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 18:40:00,101.17,34.25,60703.81,54578.96,6124.85,0,0
Mowa Zone,21.2542,81.6209,2024-01-29 18:50:00,51.07,49.42,30641.64,29836.17,805.47,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-29 19:00:00,217.67,41.22,130602.76,121028.65,9574.11,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-29 19:10:00,80.64,28.08,48385.1,47387.58,997.52,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 19:20:00,243.35,59.72,146008.19,132467.32,13540.87,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 19:30:00,100.87,46.15,60522.55,54952.88,5569.67,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 19:40:00,119.27,38.71,71561.96,62479.38,9082.58,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-29 19:50:00,130.8,28.61,78478.72,77226.4,1252.32,0,1
Gudhiyari Zone,21.2473,81.6102,2024-01-29 20:00:00,94.16,49.87,56496.61,53414.07,3082.53,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 20:10:00,96.62,51.18,57969.07,55332.29,2636.78,0,0
Amanaka Zone,21.2575,81.6139,2024-01-29 20:20:00,59.49,54.92,35691.85,34397.7,1294.16,0,1
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 20:30:00,219.88,53.61,131925.5,119796.1,12129.4,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-29 20:40:00,127.74,38.5,76641.35,72508.16,4133.18,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-29 20:50:00,142.68,50.42,85606.73,74427.04,11179.69,0,0
Pandri Zone,21.2514,81.6296,2024-01-29 21:00:00,170.96,38.9,102578.78,91573.34,11005.44,0,0
Amanaka Zone,21.2575,81.6139,2024-01-29 21:10:00,160.35,45.9,96209.68,90914.42,5295.25,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-29 21:20:00,166.65,45.75,99988.2,87894.39,12093.81,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 21:30:00,231.4,41.64,138840.37,130490.8,8349.57,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-29 21:40:00,103.49,55.03,62091.92,59099.54,2992.38,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 21:50:00,95.9,42.11,57537.6,51767.15,5770.44,0,0
Pandri Zone,21.2514,81.6296,2024-01-29 22:00:00,246.16,44.14,147696.94,145560.1,2136.83,1,1
Amanaka Zone,21.2575,81.6139,2024-01-29 22:10:00,139.99,54.17,83993.1,72940.01,11053.09,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-29 22:20:00,228.89,41.28,137331.59,117891.83,19439.76,0,0
Amanaka Zone,21.2575,81.6139,2024-01-29 22:30:00,125.68,36.83,75408.51,71933.26,3475.25,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-29 22:40:00,118.34,47.38,71002.66,64085.14,6917.52,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 22:50:00,232.4,30.78,139441.98,125415.09,14026.88,0,0
Pandri Zone,21.2514,81.6296,2024-01-29 23:00:00,242.74,40.8,145644.05,130417.96,15226.09,0,0
Amanaka Zone,21.2575,81.6139,2024-01-29 23:10:00,220.1,26.15,132058.47,121959.31,10099.16,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 23:20:00,174.32,31.59,104594.74,98393.33,6201.42,1,1
Devendra Nagar Zone,21.2519,81.6468,2024-01-29 23:30:00,142.62,44.17,85570.24,77034.01,8536.23,1,1
Mahadev Ghat Zone,21.2627,81.6891,2024-01-29 23:40:00,221.23,50.16,132736.76,121386.91,11349.84,0,0
Telibandha Zone,21.2418,81.6695,2024-01-29 23:50:00,70.15,46.2,42090.42,38580.43,3509.99,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-30 00:00:00,224.74,26.8,134843.12,123973.48,10869.64,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-30 00:10:00,232.65,25.6,139590.54,123219.21,16371.33,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-30 00:20:00,183.86,39.04,110316.37,105779.22,4537.15,0,0
Telibandha Zone,21.2418,81.6695,2024-01-30 00:30:00,196.46,58.34,117876.8,112081.22,5795.58,0,0
Mowa Zone,21.2542,81.6209,2024-01-30 00:40:00,211.32,53.74,126794.09,113550.37,13243.72,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-30 00:50:00,161.13,30.81,96676.18,88383.15,8293.03,1,1
Telibandha Zone,21.2418,81.6695,2024-01-30 01:00:00,145.73,45.4,87435.73,80890.23,6545.5,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-30 01:10:00,213.39,52.16,128031.32,111293.4,16737.92,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-30 01:20:00,187.91,56.75,112746.72,108949.59,3797.14,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-30 01:30:00,224.92,59.53,134950.33,131325.37,3624.95,0,0
Mowa Zone,21.2542,81.6209,2024-01-30 01:40:00,83.73,53.12,50237.93,49251.38,986.56,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-30 01:50:00,104.56,49.02,62734.79,55442.55,7292.24,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-30 02:00:00,107.45,52.87,64469.5,62350.37,2119.12,0,1
Shankar Nagar Zone,21.2411,81.6612,2024-01-30 02:10:00,197.66,54.08,118594.42,109980.72,8613.7,0,1
Pandri Zone,21.2514,81.6296,2024-01-30 02:20:00,102.85,27.36,61708.04,59339.42,2368.63,0,0
Mowa Zone,21.2542,81.6209,2024-01-30 02:30:00,214.34,43.02,128606.27,119756.23,8850.05,0,0
Pandri Zone,21.2514,81.6296,2024-01-30 02:40:00,204.74,35.1,122846.59,112317.7,10528.89,0,0
Telibandha Zone,21.2418,81.6695,2024-01-30 02:50:00,133.07,37.85,79842.99,73731.48,6111.51,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-30 03:00:00,130.73,29.01,78440.88,70829.26,7611.62,0,0
Telibandha Zone,21.2418,81.6695,2024-01-30 03:10:00,136.19,47.4,81714.92,77736.16,3978.76,0,0
Pandri Zone,21.2514,81.6296,2024-01-30 03:20:00,209.99,36.25,125996.03,119962.12,6033.91,0,0
Amanaka Zone,21.2575,81.6139,2024-01-30 03:30:00,152.19,50.04,91315.78,85650.59,5665.18,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-30 03:40:00,248.18,26.84,148909.04,143337.84,5571.2,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-30 03:50:00,136.3,40.3,81778.07,78641.13,3136.94,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-30 04:00:00,79.84,45.46,47906.34,46418.75,1487.59,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-30 04:10:00,60.72,31.91,36433.29,33479.88,2953.41,0,0
Amanaka Zone,21.2575,81.6139,2024-01-30 04:20:00,162.93,57.52,97756.22,94503.49,3252.73,0,0
Amanaka Zone,21.2575,81.6139,2024-01-30 04:30:00,122.39,57.3,73431.01,71126.52,2304.48,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-30 04:40:00,201.71,32.44,121024.59,119399.43,1625.15,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-30 04:50:00,60.28,36.1,36168.55,34719.05,1449.51,0,0
Mowa Zone,21.2542,81.6209,2024-01-30 05:00:00,90.31,31.25,54184.97,49107.72,5077.25,0,0
Mowa Zone,21.2542,81.6209,2024-01-30 05:10:00,208.56,41.03,125136.64,113397.24,11739.4,0,0
Amanaka Zone,21.2575,81.6139,2024-01-30 05:20:00,217.03,34.17,130220.22,119933.71,10286.51,0,0
Telibandha Zone,21.2418,81.6695,2024-01-30 05:30:00,59.39,55.51,35636.4,33562.56,2073.84,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-30 05:40:00,125.32,55.73,75194.64,67841.49,7353.15,0,0
Mowa Zone,21.2542,81.6209,2024-01-30 05:50:00,233.63,33.75,140180.61,136525.71,3654.9,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-30 06:00:00,208.01,53.9,124805.39,120682.35,4123.04,0,0
Pandri Zone,21.2514,81.6296,2024-01-30 06:10:00,121.14,29.97,72686.83,68098.97,4587.86,0,1
Amanaka Zone,21.2575,81.6139,2024-01-30 06:20:00,136.78,55.7,82065.76,77357.83,4707.93,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-30 06:30:00,141.14,46.25,84682.63,74766.96,9915.67,0,0
Amanaka Zone,21.2575,81.6139,2024-01-30 06:40:00,178.42,58.52,107050.63,97574.93,9475.7,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-30 06:50:00,224.37,32.31,134622.9,126475.44,8147.47,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-30 07:00:00,185.78,37.3,111468.55,110223.36,1245.18,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-30 07:10:00,51.9,54.13,31140.27,30658.62,481.65,1,1
Amanaka Zone,21.2575,81.6139,2024-01-30 07:20:00,177.91,49.01,106747.68,104882.7,1864.98,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-30 07:30:00,205.5,38.14,123302.82,114200.98,9101.83,0,1
Amanaka Zone,21.2575,81.6139,2024-01-30 07:40:00,164.38,57.51,98626.03,94529.74,4096.29,0,0
Pandri Zone,21.2514,81.6296,2024-01-30 07:50:00,103.21,53.02,61927.91,54920.65,7007.25,0,0
Pandri Zone,21.2514,81.6296,2024-01-30 08:00:00,81.54,29.11,48922.73,44377.34,4545.39,0,0
Amanaka Zone,21.2575,81.6139,2024-01-30 08:10:00,61.68,40.94,37007.8,34795.44,2212.37,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-30 08:20:00,172.67,50.49,103604.2,92816.82,10787.38,0,0
Telibandha Zone,21.2418,81.6695,2024-01-30 08:30:00,206.7,49.95,124017.41,106050.13,17967.29,0,0
Mowa Zone,21.2542,81.6209,2024-01-30 08:40:00,64.02,33.92,38414.64,36485.15,1929.49,0,0
Amanaka Zone,21.2575,81.6139,2024-01-30 08:50:00,56.3,30.36,33777.11,31667.06,2110.06,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-30 09:00:00,70.39,36.34,42234.69,40905.97,1328.71,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-30 09:10:00,100.35,25.93,60211.1,56865.7,3345.39,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-30 09:20:00,158.01,56.25,94805.05,91163.45,3641.59,0,0
Telibandha Zone,21.2418,81.6695,2024-01-30 09:30:00,245.49,40.62,147296.43,135893.97,11402.46,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-30 09:40:00,199.24,41.87,119541.98,102787.88,16754.1,0,0
